"id","english","part_of_speech","created_at","updated_at"
741,"wisdom","名詞","2023-09-09 07:15:40","2023-09-09 07:15:40"
742,"literacy","名詞","2023-09-09 07:15:40","2023-09-09 07:15:40"
743,"heritage","名詞","2023-09-09 07:15:40","2023-09-09 07:15:40"
744,"mission","名詞","2023-09-09 07:15:40","2023-09-09 07:15:40"
745,"license","名詞","2023-09-09 07:15:40","2023-09-09 07:15:40"
746,"elite","名詞","2023-09-09 07:15:40","2023-09-09 07:15:40"
747,"layer","名詞","2023-09-09 07:15:40","2023-09-09 07:15:40"
748,"motor","名詞","2023-09-09 07:15:40","2023-09-09 07:15:40"
749,"protein","名詞","2023-09-09 07:15:40","2023-09-09 07:15:40"
750,"profession","名詞","2023-09-09 07:15:40","2023-09-09 07:15:40"
751,"editor","名詞","2023-09-09 07:15:40","2023-09-09 07:15:40"
752,"agent","名詞","2023-09-09 07:15:40","2023-09-09 07:15:40"
753,"globe","名詞","2023-09-09 07:15:40","2023-09-09 07:15:40"
754,"haven","名詞","2023-09-09 07:15:40","2023-09-09 07:15:40"
755,"row","名詞","2023-09-09 07:15:40","2023-09-09 07:15:40"
756,"sacrifice","名詞","2023-09-09 07:15:40","2023-09-09 07:15:40"
757,"means","名詞","2023-09-09 07:15:40","2023-09-09 07:15:40"
758,"session","名詞","2023-09-09 07:15:40","2023-09-09 07:15:40"
759,"league","名詞","2023-09-09 07:15:40","2023-09-09 07:15:40"
760,"contest","名詞","2023-09-09 07:15:40","2023-09-09 07:15:40"
761,"guard","名詞","2023-09-09 07:15:40","2023-09-09 07:15:40"
762,"opponent","名詞","2023-09-09 07:15:40","2023-09-09 07:15:40"
763,"glance","名詞","2023-09-09 07:15:40","2023-09-09 07:15:40"
764,"divorce","名詞","2023-09-09 07:15:40","2023-09-09 07:15:40"
765,"tissue","名詞","2023-09-09 07:15:40","2023-09-09 07:15:40"
766,"liquid","名詞","2023-09-09 07:15:40","2023-09-09 07:15:40"
767,"inequality","名詞","2023-09-09 07:15:40","2023-09-09 07:15:40"
768,"prejudice","名詞","2023-09-09 07:15:40","2023-09-09 07:15:40"
769,"justice","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
770,"guideline","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
771,"platform","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
772,"sector","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
773,"channel","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
774,"glacier","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
775,"primate","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
776,"usage","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
777,"fortune","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
778,"correlataion","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
779,"artistic","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
780,"literary","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
781,"classic","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
782,"liberal","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
783,"concrete","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
784,"slight","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
785,"federal","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
786,"primitive","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
787,"unfamiliar","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
788,"subtle","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
789,"plain","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
790,"marine","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
791,"apparent","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
792,"reluctant","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
793,"temporary","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
794,"guilty","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
795,"royal","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
796,"pure","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
797,"incredible","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
798,"eager","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
799,"adequate","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
800,"via","前置詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
801,"assess","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
802,"approve","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
803,"remark","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
804,"pose","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
805,"yield","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
806,"exhibit","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
807,"distribute","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
808,"command","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
809,"occupy","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
810,"pop","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
811,"pile","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
812,"greet","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
813,"apologize","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
814,"frustrate","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
815,"relieve","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
816,"derive","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
817,"deserve","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
818,"peer","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
819,"defeat","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
820,"convert","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
821,"wed","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
822,"delight","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
823,"boost","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
824,"endure","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
825,"correspond","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
826,"impose","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
827,"rescue","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
828,"resolve","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
829,"register","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
830,"interrupt","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
831,"rid","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
832,"prohibit","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
833,"compose","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
834,"misunderstand","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
835,"punish","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
836,"ruin","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
837,"defend","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
838,"embrace","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
839,"modify","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
840,"qualify","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
841,"passion","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
842,"enthusiasm","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
843,"phase","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
844,"mode","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
845,"span","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
846,"gravity","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
847,"orbit","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
848,"asteroid","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
849,"core","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
850,"soul","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
851,"nerve","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
852,"infection","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
853,"mall","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
854,"grocery","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
855,"humor","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
856,"instinct","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
857,"faith","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
858,"courage","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
859,"incentive","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
860,"prospect","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
861,"obstacle","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
862,"architecture","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
863,"stem","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
864,"illusion","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
865,"discrimination","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
866,"shame","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
867,"drought","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
868,"flavor","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
869,"portion","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
870,"recipe","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
871,"luxury","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
872,"chip","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
873,"ritual","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
874,"sake","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
875,"prefecture","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
876,"council","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
877,"administration","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
878,"curriculum","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
879,"precious","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
880,"generous","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
881,"casual","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
882,"optimistic","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
883,"rough","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
884,"unpleasant","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
885,"Arctic","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
886,"ultimate","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
887,"deaf","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
888,"genuine","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
889,"manual","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
890,"mechanical","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
891,"instant","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
892,"spare","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
893,"immune","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
894,"harsh","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
895,"collective","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
896,"inevitable","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
897,"profound","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
898,"steady","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
899,"mature","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
900,"likewise","副詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
901,"chase","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
902,"sue","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
903,"gaze","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
904,"slip","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
905,"load","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
906,"overwhelm","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
907,"wander","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
908,"float","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
909,"pour","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
910,"substitute","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
911,"pronounce","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
912,"shrink","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
913,"restore","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
914,"trigger","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
915,"grab","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
916,"retain","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
917,"reproduce","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
918,"bob","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
919,"entertain","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
920,"interfere","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
921,"cultivate","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
922,"underlie","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
923,"anticipate","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
924,"justify","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
925,"regulate","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
926,"scan","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
927,"classify","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
928,"submit","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
929,"pause","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
930,"lean","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
931,"bump","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
932,"fold","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
933,"hesitate","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
934,"mount","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
935,"pump","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
936,"exceed","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
937,"undergo","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
938,"confront","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
939,"consult","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
940,"fulfill","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
941,"privilege","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
942,"formation","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
943,"dimension","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
944,"neuron","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
945,"sensation","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
946,"chart","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
947,"geography","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
948,"panel","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
949,"semester","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
950,"workforce","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
951,"mill","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
952,"abuse","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
953,"vice","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
954,"fate","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
955,"tragedy","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
956,"scenario","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
957,"allergy","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
958,"wound","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
959,"antibiotic","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
960,"vaccine","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
961,"metaphor","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
962,"folk","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
963,"fare","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
964,"transition","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
965,"maximum","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
966,"galaxy","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
967,"mineral","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
968,"skeleton","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
969,"counterpart","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
970,"stroke","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
971,"pedestrian","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
972,"trail","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
973,"ecology","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
974,"sibling","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
975,"ratio","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
976,"mixture","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
977,"charm","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
978,"ambition","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
979,"prominent","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
980,"radical","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
981,"prompt","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
982,"informal","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
983,"mutual","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
984,"neutral","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
985,"alert","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
986,"magnetic","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
987,"polar","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
988,"fluent","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
989,"external","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
990,"passive","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
991,"awful","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
992,"unrelated","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
993,"cruel","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
994,"fake","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
995,"vulnerable","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
996,"urgent","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
997,"spiritual","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
998,"modest","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
999,"keen","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1000,"nonetheless","副詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1001,"negotiate","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1002,"grasp","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1003,"donate","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1004,"arrest","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1005,"crack","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1006,"tap","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1007,"split","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1008,"forecast","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1009,"exclude","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1010,"overlook","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1011,"burst","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1012,"heal","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1013,"forbid","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1014,"install","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1015,"diminish","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1016,"cite","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1017,"quote","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1018,"dispute","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1019,"highlight","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1020,"distract","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1021,"cheat","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1022,"foster","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1023,"obey","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1024,"bend","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1025,"deprive","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1026,"govern","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1027,"log","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1028,"transmit","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1029,"bully","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1030,"leap","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1031,"astonish","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1032,"thrill","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1033,"nod","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1034,"bow","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1035,"blend","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1036,"complicate","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1037,"pitch","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1038,"persist","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1039,"dedicate","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1040,"equip","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1041,"premise","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1042,"input","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1043,"merit","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1044,"sympathy","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1045,"compliment","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1046,"infrastructure","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1047,"ray","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1048,"distress","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1049,"joint","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1050,"expedition","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1051,"adolescent","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1052,"shade","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1053,"jury","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1054,"ethic","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1055,"penalty","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1056,"faculty","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1057,"scheme","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1058,"nutrition","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1059,"particle","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1060,"molecule","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1061,"nationality","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1062,"poll","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1063,"clinic","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1064,"dementia","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1065,"fatigue","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1066,"dilemma","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1067,"queue","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1068,"curve","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1069,"narrative","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1070,"fingerprint","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1071,"file","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1072,"wilderness","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1073,"pesticide","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1074,"panic","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1075,"fabric","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1076,"fantasy","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1077,"fancy","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1078,"virtue","名詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1079,"grateful","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1080,"valid","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1081,"elaborate","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1082,"moderate","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1083,"dynamic","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1084,"brave","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1085,"brilliant","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1086,"tremendous","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1087,"oral","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1088,"innocent","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1089,"subsequent","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1090,"shallow","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1091,"indifferent","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1092,"inferior","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1093,"awkward","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1094,"obese","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1095,"pregnant","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1096,"intimate","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1097,"medieval","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1098,"sacred","形容詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1099,"simultaneously","副詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1100,"versus","前置詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1101,"proceed","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1102,"orient","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1103,"surf","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1104,"filter","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1105,"bind","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
1106,"resort","動詞","2023-09-09 07:15:41","2023-09-09 07:15:41"
