"id","line_id","example","translation","created_at","updated_at"
527,527,"Advanced medical techniques may `*cure* certain types of cancer`.","先進医療技術は`ある種の癌を*治す*`ことがある。","2023-09-09 07:15:46","2024-07-07 08:58:08"
528,528,"Ships are used to `*transport* most of the world’s commercial goods`.","船は`世界の商品の大半を*輸送する*`のに用いられる。","2023-09-09 07:15:46","2024-07-07 08:59:03"
529,529,"The ambulance `*rushed* to the scene of the accident` to help the man.","救急車はその男性を助けるために`事故現場に*急行した*`。","2023-09-09 07:15:46","2024-07-07 08:59:56"
530,530,"He `*hung* his jacket on the back of his chair`.","彼は`椅子の背に自分の上着を*掛けた*`。","2023-09-09 07:15:46","2024-07-09 01:40:58"
531,531,"We often  `*blame* a politician for having made a careless remark`.","私たちは`不注意な発言をしたことで`よく`政治家を*責める*`。","2023-09-09 07:15:46","2024-07-09 01:45:26"
532,532,"Today, many restaurants `*ban* smoking inside`.","今日、多くのレストランが`店内での喫煙を*禁止している*`。","2023-09-09 07:15:46","2024-07-09 01:48:55"
533,533,"`Picasso’s paintings have` long `*fascinated* people` in the world.","`ピカソの絵画は`長い間世界の`人々を*魅了してきた*`。","2023-09-09 07:15:46","2024-07-09 01:50:27"
534,534,"John used Chinese medicine to `*recover* from his injuries`.","`けがから*回復する*`ためにジョンは漢方医学を使った。","2023-09-09 07:15:46","2024-07-09 01:51:30"
535,535,"My parents `*celebrated* their 25th wedding anniversary` in December.","私の両親は12月に`結婚25周年を*祝った*`。","2023-09-09 07:15:46","2024-07-09 01:52:31"
536,536,"The electronics company `*manufactures* large quantities of smartphones`.","その電子機器会社は`大量のスマートフォンを*製造している*`。","2023-09-09 07:15:46","2024-07-09 01:53:35"
537,537,"Ecologists study how `organisms *interact* with their environment`.","生態学者は`生物が`どのように`自らの環境と*影響し合っている*`かを研究する。","2023-09-09 07:15:46","2024-07-09 01:54:38"
538,538,"She `*arranged* a surprise party` for her daughter.","彼女は娘のための`サプライズパーティーの*段取りを付けた*`。","2023-09-09 07:15:46","2024-07-09 01:55:45"
539,539,"The chef `*adjusted* the seasoning` just before serving the soup.","シェフはスープを出す直前に`味付けを*調整した*`。","2023-09-09 07:15:46","2024-07-09 01:56:36"
540,540,"The postal worker `*confirmed* my identity` before handing me the express letter.","その郵便局員は速達の手紙を私に渡す前に`私の身元を*確認した*`。","2023-09-09 07:15:46","2024-07-09 01:57:45"
541,541,"The research gave him `new *insights* into human behaviour`.","その研究は`人間の行動に対する新たに*見識*`を彼に与えた。","2023-09-09 07:15:46","2024-07-09 01:58:33"
542,542,"We can use the Internet anywhere thanks to `technological *innovations*`.","私たちは`技術*革新*`のおかげでどこでもインターネットを使うことができる。","2023-09-09 07:15:46","2024-07-09 01:59:41"
543,543,"The public library was closed on account of `*budget* cuts`.","その公立図書館は`*予算*削減`のために閉鎖された。","2023-09-09 07:15:46","2024-07-09 02:00:27"
544,544,"On weekends, the City Museum reduces `the entrance *fee*` for children.","終末に、市博物館は子どもの`入館*料*`を下げる。","2023-09-09 07:15:46","2024-07-09 02:01:36"
545,545,"The manager aims to `cut down personnel *expenses*`.","その経営者は`人件*費*を削減し`ようとしている。","2023-09-09 07:15:46","2024-07-09 02:02:20"
546,546,"I am `500,000 yen in *debt*` to my parents.","私は両親に`50万円の*借金*がある`。","2023-09-09 07:15:46","2024-07-09 02:03:24"
547,547,"He spent ten years `paying back the bank *loan*`.","彼は`銀行の*貸付金*を返済する`のに10年を費やした。","2023-09-09 07:15:46","2024-07-09 02:04:11"
548,548,"He was blamed for not `doing his *duty*` as a parent.","彼は親としての`*義務*を果たさ`ないことで責められた。","2023-09-09 07:15:46","2024-07-09 02:05:00"
549,549,"When she heard a strange sound, she `looked around in *alarm*`.","彼女は奇妙な物音を聞いたとき、`*不安*を感じて辺りを見回した`。","2023-09-09 07:15:46","2024-07-09 02:05:59"
550,550,"You need to know what to do `in an *emergency*`.","君は`*緊急*の場合に`どうすべきかを知っておく必要がある。","2023-09-09 07:15:46","2024-07-09 02:06:49"
551,551,"Majority rule is `the basic principle of *democracy*`.","多数決原理は`*民主主義*の基本原則`である。","2023-09-09 07:15:46","2024-07-09 02:07:33"
552,552,"`The Prime *Minister*`’s explanations were sometimes inconsistent.","`総理*大臣*`の説明はときに首尾一貫していなかった。","2023-09-09 07:15:46","2024-07-09 02:08:38"
553,553,"You should `get along with your *fellows* at work`.","`職場の*同僚*とうまくやっていく`べきである。","2023-09-09 07:15:46","2024-07-09 02:09:26"
554,554,"Today she interviewed `four *candidates* for the new position`.","今日、彼女は`新しい職に対する4人の*候補者*`を面接した。","2023-09-09 07:15:46","2024-07-10 02:10:52"
555,555,"`Giant *corporations*` control the worldwide industry of computer services.","`巨大*企業*`が世界中のコンピュータサービス産業を支配している。","2023-09-09 07:15:46","2024-07-10 02:12:17"
556,556,"Most foreigners `have a positive *stereotype*` of Japan.","たいていの外国人は、日本に対して`肯定的な*固定観念*を持っている`。","2023-09-09 07:15:46","2024-07-10 02:13:11"
557,557,"The GPS can plan `the best *route* for the driver`.","GPSは`運転者にとっての最善の*道筋*`を計画することができる。","2023-09-09 07:15:46","2024-07-10 02:14:08"
558,558,"Normal human emotions like temporary sadness are sometimes treated as `mental *disorders*`.","一時的な悲しみのような通常の人間的感情が、ときに`精神*障害*`と見なされる。","2023-09-09 07:15:46","2024-07-10 02:15:10"
559,559,"Experts say that aerobic exercise `reduces stress and *depression*`.","専門家は有酸素運動が`ストレスや*憂鬱*を軽減する`という。","2023-09-09 07:15:46","2024-07-10 02:16:07"
560,560,"Several international treaties ban the use of `biological and chemical *weapons*`.","いくつかの国際条約が`生物・化学*兵器*`の使用を禁じている。","2023-09-09 07:15:46","2024-07-10 02:17:04"
561,561,"Labor shortages were the main driving force of `*immigration* from other countries`.","労働力不足は`他国からの*移民*`の主要な推進力であった。","2023-09-09 07:15:46","2024-07-10 02:18:00"
562,562,"They finally `overcame the language *barrier*` against each other.","彼らはついにお互いの`言語の*障壁*を克服した`。","2023-09-09 07:15:46","2024-07-10 02:19:09"
563,563,"Poor children tend to `suffer educational and social *disadvantages*`.","貧しい子どもたちは`教育的・社会的*不利*を被る`傾向がある。","2023-09-09 07:15:46","2024-07-10 02:20:00"
564,564,"Today, I `am in the *mood* for an Italian meal`.","今日は`イタリア料理の*気分*だ`。","2023-09-09 07:15:46","2024-07-10 02:20:36"
565,565,"Exercise may improve `your body’s range of *motion*`.","運動は`身体の可*動*域`を改善しうる。","2023-09-09 07:15:46","2024-07-10 02:21:18"
566,566,"You need an occasional break from `your daily *routine*`.","あなたは`*決まり切った*日々の*仕事*`からときには一休みが必要だ。","2023-09-09 07:15:46","2024-07-10 02:22:18"
567,567,"Teachers often deal with the `*discipline* problems of their students`.","教師はよく`生徒の*しつけ*の問題`に対処する。","2023-09-09 07:15:46","2024-07-10 02:23:15"
568,568,"It is `a total *myth*` that men are better drivers than women.","男性が女性より車の運転が上手であるというのは`全くの*作り話*`である。","2023-09-09 07:15:46","2024-07-10 02:24:17"
569,569,"The scientist `developed a logical *hypothesis*` for his next experiment.","その科学者は彼の次の実験のために`論理的な*仮説*を立てた`。","2023-09-09 07:15:46","2024-07-10 02:25:49"
570,570,"`The *physician* at the hospital` has special knowledge of food allergies.","`その病院のその*医師*`は食物アレルギーについて特別な知識を持っている。","2023-09-09 07:15:46","2024-07-10 02:26:27"
571,571,"She had `a business meeting with an important *client*`.","彼女は`重要な*顧客*との商談`を持った。","2023-09-09 07:15:46","2024-07-10 02:27:21"
572,572,"In `former British *colonies*` such as Australia, they drive on the left.","オーストラリアなどの`かつてのイギリス*植民地*`では、車は左側を走行する。","2023-09-09 07:15:46","2024-07-10 02:28:24"
573,573,"`*Statistics* show that school uniforms have positive effects` on students’ behaviour.","`学校の制服が`生徒の行動に`プラスの効果を及ぼすことを*統計*は示す`。","2023-09-09 07:15:46","2024-07-10 02:29:36"
574,574,"Dr. Willett recommends `eating whole *grains* for breakfast`.","うぃれっと博士は`全粒*穀物*を朝食に食べること`を勧める。","2023-09-09 07:15:46","2024-07-10 02:31:08"
575,575,"He wanted to know the calories and `the *ingredients* of the dish`.","彼は`その料理の`カロリーと`*材料*`を知りたがった。","2023-09-09 07:15:46","2024-07-10 02:32:00"
576,576,"The painting of Christ in the museum is `a national *treasure*`.","その美術館にあるキリストの絵画は`*国宝*`である。","2023-09-09 07:15:46","2024-07-10 02:32:53"
577,577,"He has made `a three-year *contract* with a professional soccer team`.","彼は`プロサッカーチームとの3年*契約*`を結んだ。","2023-09-09 07:15:46","2024-07-10 02:33:57"
578,578,"The local government in our city is concerned with `child *welfare*`.","私たちの市の地方自治体は`児童*福祉*`を重視している。","2023-09-09 07:15:47","2024-07-10 02:34:49"
579,579,"Staring at your computer monitor is `the *prime* cause` of dry eye.","コンピュータ画面をじっと見ることはドライアイの`*主要な*原因`である。","2023-09-09 07:15:47","2024-07-10 02:36:02"
580,580,"Students should `be *curious* about the world around them`.","学生は`自分の周りに世界に関して*好奇心旺盛で*ある`べきだ。","2023-09-09 07:15:47","2024-07-11 02:03:49"
581,581,"The IT industry `has achieved *dramatic* growth` over the past decade.","IT産業は過去10年間に`*劇的な*発展を遂げた`。","2023-09-09 07:15:47","2024-07-11 02:06:55"
582,582,"`The four *distinct* seasons` in Japan attract many foreign tourists.","日本の`*明らかに異なる*4つの季節`は多くの外国人旅行者を引きつける。","2023-09-09 07:15:47","2024-07-11 02:07:58"
583,583,"Young people *are* often `*anxious* about their future`.","若者はよく`自分の将来を*心配して*いる`。","2023-09-09 07:15:47","2024-07-11 02:08:44"
584,584,"A long-term `defense strategy is *vital* to national security`.","長期的な`防衛戦略は国家の安全保障にとって*必要不可欠で*ある`。","2023-09-09 07:15:47","2024-07-11 02:09:41"
585,585,"This product is far superior to `*conventional* models`.","この製品は`*従来*型`よりはるかに優れている。","2023-09-09 07:15:47","2024-07-11 02:10:25"
586,586,"Human language allows us to talk about `*abstract* concepts`.","人間の言語は私たちが`*抽象的*概念`について語るのを可能にする。","2023-09-09 07:15:47","2024-07-11 02:11:25"
587,587,"The mechanic found that there were `*minor* problems` with the car.","整備士はその車に`*ささいな*問題`があるのを見つけた。","2023-09-09 07:15:47","2024-07-11 02:12:26"
588,588,"He `has *extraordinary* knowledge` in the area of organic chemistry.","彼は有機化学の分野において`*並外れた*知識を持っている`。","2023-09-09 07:15:47","2024-07-11 02:13:22"
589,589,"Fair-trade helps workers in coffee farms `live more *stable* lives`.","フェアトレードはコーヒー農園の労働者が`より*安定した*生活を送る`のを助ける。","2023-09-09 07:15:47","2024-07-11 02:14:28"
590,590,"Many IT companies are adopting `*flexible* working hours`.","多くのIT企業は`*融通の利く*勤務時間制`を採用しつつある。","2023-09-09 07:15:47","2024-07-11 02:15:25"
591,591,"I have tried to `keep my explanation *brief*`.","私は`自分の説明を*簡潔に*しておこ`うと努めた。","2023-09-09 07:15:47","2024-07-11 02:16:12"
592,592,"She has `an *aggressive* attitude` to her junior colleagues.","彼女は職場の後輩に対し`*攻撃的な*態度`を取る。","2023-09-09 07:15:47","2024-07-11 02:17:10"
593,593,"The shampoo had `a clearly *visible* effect` on her hair.","そのシャンプーは彼女の髪の毛に`はっきりと*目に見える*効果`があった。","2023-09-09 07:15:47","2024-07-11 02:18:15"
594,594,"There was `an *unexpected* delay` in the arrival of my train.","私が乗る列車の到着に`*思いがけない*遅れ`があった。","2023-09-09 07:15:47","2024-07-11 02:19:03"
595,595,"Britain is a society with `a rich *ethnic* diversity`.","イギリスは`豊かな*民族的*多様性`を有する社会である。","2023-09-09 07:15:47","2024-07-11 02:21:19"
596,596,"Giving a tip at a restaurant is `a habit *alien* to most Japanese people`.","レストランでチップを渡すことは`たいていの日本人にとって*異質の*習慣`である。","2023-09-09 07:15:47","2024-07-11 02:22:22"
597,597,"`*Initial* treatment` is crucial for those with breast cancer.","`*初期の*治療`が乳癌にかかった人にとって重大である。","2023-09-09 07:15:47","2024-07-11 02:23:20"
598,598,"She tried to make `an *exact* copy of the Mona Lisa`.","彼女は`モナ・リザの*正確な*模写`を描こうとした。","2023-09-09 07:15:47","2024-07-11 02:24:16"
599,599,"`The *precise* height of the tower` is 634 meters.","`そのタワーの*正確な*高さ`は634メートルである。","2023-09-09 07:15:47","2024-07-11 02:25:03"
600,600,"`The *latter* group` in the experiment showed better results than the other group.","実験の`*後半の*グループ`の方がもう一方のグループよりよい結果を出した。","2023-09-09 07:15:47","2024-07-11 02:26:04"
601,601,"She `is *committed* to managing her company`.","彼女は`自分の会社の経営に*専念して*いる`。","2023-09-09 07:15:47","2024-07-11 02:27:16"
602,602,"`A good foreign policy *stimulates* the economy`.","`優れた外交政策は経済を*刺激する*`。","2023-09-09 07:15:47","2024-07-11 02:28:08"
603,603,"Some say that traveling abroad will `*enhance* your job opportunities`.","海外旅行が`仕事の機会を*増やす*`ことになると言う人がいる。","2023-09-09 07:15:47","2024-07-11 02:29:17"
604,604,"I hope to `*pursue* my own interests` at a university.","私は大学で`自分自身の興味を*追求する*`ことを望んでいる。","2023-09-09 07:15:47","2024-07-11 02:30:02"
605,605,"Life is decided by how you `*react* to what happens to you`.","人生は`自分の身に起こることに`どう`*反応する*`かによって決定される。","2023-09-09 07:15:47","2024-07-11 02:31:18"
606,606,"Most of the audience `*disagreed* with the speaker’s opinions`.","徴収の大半は`演説者の意見に*不賛成であった*`。","2023-09-09 07:15:47","2024-07-11 02:32:14"
607,607,"She `*stared* at the unexpected visitor` for a while.","彼女はしばらくの間`その思いがけない訪問者を*じっと見た*`。","2023-09-09 07:15:47","2024-07-12 02:36:40"
608,608,"Some of the population is likely to `*abandon* the polluted city`.","住民の一部は`汚染された都市を*見捨てる*`可能性がある。","2023-09-09 07:15:47","2024-07-12 02:37:37"
609,609,"He had to `*quit* the job` due to his poor health.","彼は体調不良により`仕事を*辞め*`なくてはならなかった。","2023-09-09 07:15:47","2024-07-12 02:38:36"
610,610,"His approach seems to `*capture* the essential characteristics` of visual art.","彼の手法は視覚芸術の`本質的特徴を*捉えている*`ように思える。","2023-09-09 07:15:47","2024-07-12 02:39:54"
611,611,"The gallery will `*transfer* one item of its collection to a Tokyo art museum`.","その美術館は`収蔵品の一点を東京の美術館に*移す*`予定である。","2023-09-09 07:15:47","2024-07-12 02:41:10"
612,612,"`The high humidity` in this country sometimes `*bothers* foreign visitors`.","この国の`高い湿度は外国人観光客を*悩ませる*`ことがある。","2023-09-09 07:15:47","2024-07-12 02:42:36"
613,613,"I managed to `*persuade* her to accept our offer`.","私はなんとか`彼女を*説得して*私たちの申し出を受け入れ*させ*た`。","2023-09-09 07:15:47","2024-07-12 02:43:58"
614,614,"I need to `*rent* an apartment` in Osaka.","私は大阪で`マンションの一室を*賃借りする*`必要がある。","2023-09-09 07:15:47","2024-07-12 02:44:48"
615,615,"It can be difficult to `*breed* wild animals` in a zoo.","動物園で`野生動物を*繁殖させる*`のは難しいことがある。","2023-09-09 07:15:47","2024-07-12 04:25:19"
616,616,"He `*invested* some of his money in high-tech stocks`.","彼は`自分の金の一部をハイテク株に*投資した*`。","2023-09-09 07:15:47","2024-07-12 04:26:10"
617,617,"She `*reserved* a flight` for New York three months ahead of time.","彼女は出発日の3ヶ月前にニューヨーク行きの`航空便を*予約した*`。","2023-09-09 07:15:47","2024-07-12 04:27:24"
618,618,"The history of Western theater can `be *traced* back to ancient Greece`.","西洋演劇の歴史は`古代ギリシャにまで*遡る*`ことができる。","2023-09-09 07:15:47","2024-07-12 04:28:28"
619,619,"The professor `*illustrated* his theory with diagrams`.","教授は`図を使って自身の理論を*説明した*`。","2023-09-09 07:15:47","2024-07-12 04:29:53"
620,620,"The doctor `*advised* Ella to avoid eating dairy products`.","医師は`エラに乳製品を取るのを避けるように*忠告した*`。","2023-09-09 07:15:47","2024-07-12 04:30:59"
621,621,"It is said that smiles `*convey* many different emotions`.","微笑みは`多くの異なる感情を*伝える*`と言われる。","2023-09-09 07:15:47","2024-07-12 04:31:49"
622,622,"To apply for a passport, he `*attached* his photo to the form`.","パスポートを申請するのに、彼は`申請書に写真を*貼り付けた*`。","2023-09-09 07:15:47","2024-07-12 04:32:58"
623,623,"She stood up and `*stretched* her arms forward`.","彼女は立ち上がり`両腕を前に*伸ばした*`。","2023-09-09 07:15:47","2024-07-12 04:34:33"
624,624,"`Her strange behavior` at the party `*puzzled* us`.","パーティーでの`彼女の奇妙な行動は私たちを*当惑させた*`。","2023-09-09 07:15:47","2024-07-12 04:35:31"
625,625,"Humans should never `*disturb* the balance of the natural world`.","人間は決して`自然界のバランスを*かき乱し*`てはならない。","2023-09-09 07:15:47","2024-07-12 04:36:39"
626,626,"He drove off the road and `*crashed* into a tree`.","彼の車は道路を外れて`木に*衝突した*`。","2023-09-09 07:15:47","2024-07-12 04:37:33"
627,627,"I have no idea how to `*cope* with this problem`.","`この問題に`どう`*対処すれ*`ばよいか私にはまったく分からない。","2023-09-09 07:15:47","2024-07-12 04:43:19"
628,628,"The guard didn’t `*permit* us to enter the building`.","守衛は`私たちがビルに入るのを*許さ*`なかった。","2023-09-09 07:15:47","2024-07-12 04:39:52"
629,629,"I `was *impressed* by the beautiful view` from the top of the mountain.","私は山頂からの`美しい景色に*感動し*た`。","2023-09-09 07:15:47","2024-07-12 04:44:36"
630,630,"I `*suspect* that she told a lie`.","私は`彼女が嘘をついたの*ではないかと思う*`。","2023-09-09 07:15:47","2024-07-12 04:45:39"
631,631,"`Don’t *upset* yourself over such a tiny mistake`.","`そんな小さなミスで*動揺し*ないでください`。","2023-09-09 07:15:47","2024-07-12 04:46:27"
632,632,"The little girl `was *frightened* by the big dog`.","その小さな女の子は`大きな犬に*おびえ*た`。","2023-09-09 07:15:47","2024-07-12 04:47:15"
633,633,"Japan `*imports* most of its energy resources` from other countries.","日本は`エネルギー資源の大半を`他国から`*輸入している*`。","2023-09-09 07:15:47","2024-07-12 04:48:36"
634,634,"Japan mainly `*exports* cars and electronic components` to the world.","日本は主に`自動車と電子部品を`世界に`*輸出している*`。","2023-09-09 07:15:47","2024-07-12 04:51:35"
635,635,"Many scientists `have *investigated* various types of strange phenomena`.","多くの科学者が`様々なタイプの奇妙な現象を*調査してきた*`。","2023-09-09 07:15:47","2024-07-12 04:50:30"
636,636,"People may be `*monitored* by cameras` set all around the city.","人々は市内中に設置された`カメラによって*監視さ*れている`かもしれない。","2023-09-09 07:15:47","2024-07-12 04:53:09"
637,637,"I `have *calculated* the remaining amount` of my car loan.","私は車のローンの`残額を*計算した*`。","2023-09-09 07:15:47","2024-07-13 00:15:39"
638,638,"We myst figure out measures to `*eliminate* crime from society`.","私たちは`社会から犯罪を*取り除く*`方策を考え出さなくてはならない。","2023-09-09 07:15:47","2024-07-13 00:16:37"
639,639,"This medicine is used to `*ease* stomach pain`.","この薬は`胃痛を*軽減する*`のに用いられる。","2023-09-09 07:15:47","2024-07-13 00:17:26"
640,640,"We have sufficient financial resources to `*launch* a new business`.","私たちは`新しいビジネスを*始める*`のに十分な資金源を持っている。","2023-09-09 07:15:47","2024-07-13 00:18:41"
641,641,"Identical twins have the same `gene *sequence*`.","一卵性の双子は同じ`遺伝子*配列*`を持っている。","2023-09-09 07:15:47","2024-07-13 00:19:31"
642,642,"`Music *therapy*` has been used for nearly 2,000 years.","`音楽*療法*`は保母2,000年もの間用いられてきている。","2023-09-09 07:15:47","2024-07-13 00:20:49"
643,643,"`The *symptoms* of cholera` are similar to those of Ebola fever.","`コレラの*症状*`はエボラ出血熱の症状に似ている。","2023-09-09 07:15:47","2024-07-13 00:22:06"
644,644,"`Many strange *incidents* have happened`  to me recently.","最近私に`多くの奇妙な*出来事*が起こっている`。","2023-09-09 07:15:47","2024-07-13 00:23:08"
645,645,"The police are searching for `the *witnesses* to the accident`.","警察は`その事故の*目撃者*`を捜索している。","2023-09-09 07:15:47","2024-07-13 00:24:20"
646,646,"The government spent `a large *sum* of money` on energy projects last year.","政府は昨年エネルギー事業に`多*額*の金`を費やした。","2023-09-09 07:15:47","2024-07-13 00:25:20"
647,647,"The government should `lighten the tax *burden*` on low-income earners.","政府は帝都職者に対する`税*負担*を軽減す`べきである。","2023-09-09 07:15:47","2024-07-13 00:26:29"
648,648,"You need to use `an appropriate *tone* of voice` when you speak.","離すときは`適切な*口調*`を用いる必要がある。","2023-09-09 07:15:47","2024-07-13 00:27:25"
649,649,"She `considered it an *hour* to give a speech` at the wedding.","彼女は結婚式で`スピーチをすることを*光栄*だと思った`。","2023-09-09 07:15:47","2024-07-13 00:28:25"
650,650,"He `won a major *award*` for his painting.","彼は自作の映画で`主要な*賞*を獲得した`。","2023-09-09 07:15:47","2024-07-13 00:54:46"
651,651,"The newspaper `gives *priority* to providing accurate information`.","その新聞は`正確な情報を提供することを*優先*させる`。","2023-09-09 07:15:47","2024-07-13 00:29:11"
652,652,"The speaker `explained his main point using clear *logic*`.","その演説者は`明快な*論理*を使って自身の要点を説明した`。","2023-09-09 07:15:47","2024-07-13 00:30:22"
653,653,"People riding trains usually try to `keep the noise level to a *minimum*`.","電車に乗っている人は普通、`雑音レベルを*最小限*に保と`うとする。","2023-09-09 07:15:47","2024-07-13 00:31:39"
654,654,"There is no `*exception* to his regular life`.","`彼の規則正しい生活に*例外*`はない。","2023-09-09 07:15:47","2024-07-13 00:32:24"
655,655,"Research in physics may give us `*clues* to understanding the universe`.","物理学の研究は`宇宙を理解する*手がかり*`を私たちに与えるかもしれない。","2023-09-09 07:15:47","2024-07-13 00:33:45"
656,656,"`The *bond* between the two sisters` is very strong.","`その二人姉妹の間の*絆*`は非常に強い。","2023-09-09 07:15:47","2024-07-13 00:38:33"
657,657,"She might have been infected with `the influenza *viruses*`.","彼女は`インフルエンザ*ウイルス*`に感染したかもしれない。","2023-09-09 07:15:47","2024-07-13 00:39:27"
658,658,"One’s eyesight might be improved with `laser *surgery*`.","`レーザー*手術*`により視力が改善されることもある。","2023-09-09 07:15:47","2024-07-13 00:40:16"
659,659,"Foreign workers in Japan easily get access to Japanese `health * insurance*`.","日本在住の外国人労働者は容易に日本の`健康*保険*`を利用することができる。","2023-09-09 07:15:47","2024-07-13 00:41:20"
660,660,"He `put his most recent photo in a *frame*`.","彼は`自分のごく最近の写真を*額縁*に入れた`。","2023-09-09 07:15:47","2024-07-13 00:42:17"
661,661,"People `took *shelter* from sudden hard rain` in a roofed structure.","人々は`突然の激しい雨から`屋根付きの建物に`*避難*した`。","2023-09-09 07:15:47","2024-07-13 00:56:48"
662,662,"Singapore `has increased the size of its *territory*` by 20 percent using sand.","シンガポールは砂を使って`*領土*面積を`20パーセント`増やした`。","2023-09-09 07:15:47","2024-07-13 01:01:51"
663,663,"Social media has broken down `the *boundary* between the public and private`.","ソーシャルメディアは`公私の*境界*線`をなくした。","2023-09-09 07:15:47","2024-07-13 01:03:06"
664,664,"We have destroyed `the natural *habitat* of animals` for human development.","私たちは人間による開発のために`動物の自然*生息地*`を破壊してきた。","2023-09-09 07:15:47","2024-07-13 01:04:04"
665,665,"Thirty percent of driving in `business *districts*` is spent looking for parking.","`商業*地区*`での車の運転の30%は駐車スペースを探すことに費やされる。","2023-09-09 07:15:47","2024-07-13 01:05:19"
666,666,"We should spend more time and money on `nature *conservation*`.","私たちは`自然*保護*`にもっと多くの時間と金を費やすべきである。","2023-09-09 07:15:47","2024-07-13 01:06:15"
667,667,"We expect to `have a good *harvest* of crops` this year.","私たちは今年、`作物の*収穫*が多い`ことを期待している。","2023-09-09 07:15:47","2024-07-13 01:07:05"
668,668,"Small animals need to protect themselves from `large *predators* like tigers.`","小さな動物は`虎のような`大きな`*捕食動物*`から身を守る必要がある。","2023-09-09 07:15:47","2024-07-14 06:26:01"
669,669,"Don’t `fall into the *trap*` of buying something just because it is on sale.","ただ安売りされているていうだけで何かを買うという`*罠*にはまって`はいけない。","2023-09-09 07:15:47","2024-07-14 06:27:09"
670,670,"I know `some *tricks* for studying effectively` before the test.","私はテスト前に`効果的に勉強するためのいくつかの*こつ*`を知っている。","2023-09-09 07:15:47","2024-07-14 06:29:29"
671,671,"`It is my *fault* that we are late` for the concert.","`私たちが`コンサートに`遅れたのは私の*責任*です`。","2023-09-09 07:15:47","2024-07-14 06:30:28"
672,672,"Customers with store membership can buy books `at a 20 percent *discount*`.","店の会員客は`20パーセント*割引*で`本を購入することができる。","2023-09-09 07:15:47","2024-07-14 06:31:34"
673,673,"She suspects `gender *bias*` in the company’s salaries for women.","彼女は会社の女性の給料に`性別による*偏見*`があるのではと疑っている。","2023-09-09 07:15:47","2024-07-14 06:32:45"
674,674,"Laughter promotes `*cooperation*` and positive communication `with one another`.","笑いは`お互いの*協力*`と積極的な意思の疎通を促進する。","2023-09-09 07:15:47","2024-07-14 06:33:54"
675,675,"Edison obtained his first` *patent* for his invention` in his early twenties.","エジソンは20代前半に`彼の発明に対する`最初の`*特許*`を取得した。","2023-09-09 07:15:47","2024-07-14 06:35:18"
676,676,"`The *dialogue* between two characters` in the play was very funny.","その劇の中での`2人の登場人物の*会話*`はとてもおかしかった。","2023-09-09 07:15:47","2024-07-14 08:06:44"
677,677,"Carbon is `an essential *component* of all living cells`.","炭素は`すべての生細胞に不可欠な*構成要素*`である。","2023-09-09 07:15:47","2024-07-14 08:08:10"
678,678,"British food `has a *reputation* for not being tasty`.","イギリスの食べ物は`美味しくないという*評判*がある`。","2023-09-09 07:15:47","2024-07-14 08:09:09"
679,679,"To receive `*verbal* messages` clearly, you need good listening skills.","`*言葉による*メッセージ`をはっきりと受け取るには優れた聞き取りの技能が必要である。","2023-09-09 07:15:47","2024-07-14 08:10:30"
680,680,"Some Japanese firms are making English `their *internal* office language`.","一部の日本の会社は英語を`自分たちの社*内*言語`にしつつある。","2023-09-09 07:15:47","2024-07-14 08:11:33"
681,681,"At present, we have no `*solid* evidence` of life on other planets.","目下のところ他の惑星に生物が存在するという`確たる*証拠*`はない。","2023-09-09 07:15:47","2024-07-14 08:12:34"
682,682,"My hometown `lies *remote* from cities`.","私の故郷は`都市から*離れた*ところにある`。","2023-09-09 07:15:47","2024-07-14 08:13:38"
683,683,"Computer programming is `his *principal* source of income`.","コンピュータプログラミングが`彼の*主要な*収入源`である。","2023-09-09 07:15:47","2024-07-14 08:14:45"
684,684,"There is a huge demand for `*sophisticated* translation software`.","`*高性能な*翻訳ソフト`に対する大きな需要がある。","2023-09-09 07:15:47","2024-07-14 08:15:43"
685,685,"`The price` of this painting `is *equivalent* to his month’s salary`.","この絵画の`値段は彼の月収に*相当する*`。","2023-09-09 07:15:47","2024-07-14 08:16:55"
686,686,"In decision-making, we should use `the *rational* part of the mind`.","決定を下すとき、私たちは`精神の*理性的な*部分`を使うべきである。","2023-09-09 07:15:47","2024-07-14 08:18:05"
687,687,"The police are collecting `*relevant* information` for solving the case.","警察はその事件を解決するために`*関連*情報`を集めている。","2023-09-09 07:15:47","2024-07-14 08:19:17"
688,688,"A car is `an *absolute* necessity` for people living in the countryside.","田舎に住んでいる人々にとっては車は`*絶対に*必要なものである`。","2023-09-09 07:15:47","2024-07-14 08:20:36"
689,689,"Human brains seem to be changing due to `*frequent* use of the Internet`.","人間の脳は`インターネットの*頻繁な*`使用のせいで変化しているように思える。","2023-09-09 07:15:47","2024-07-14 08:21:44"
690,690,"The accident `caused *permanent* damage` to the man’s back.","その事故はその男性の背中に`*永続的な*損傷を与えた`。","2023-09-09 07:15:47","2024-07-14 08:22:41"
691,691,"Fear is such `an *intense* emotion` that you can feel your heart pumping fast.","恐怖は非常に`*強烈な*感情`なので、自分の心臓が速く鼓動するのを感じることができる。","2023-09-09 07:15:47","2024-07-14 08:24:11"
692,692,"He started doing volunteer activities to `make his life more *meaningful*`.","彼は`人生をより*意味のある*ものにする`ためにボランティア活動をし始めた。","2023-09-09 07:15:47","2024-07-14 08:25:10"
